student_id,district,school_id,classroom,student_race,student_gender,disability_status,ELL_status,socioeconomic_tier,zip_code,school_funding_index,neighborhood_quality,parent_education_level,standardized_test_score,gpa,attendance_rate,extracurricular_count,years_in_district,previous_school_transfers,gifted_probability,gifted_identified,gifted_prediction
0,Urban_Periphery,School_9,Class_58,Race_B,Male,None,0,Tier_1,ZIP_10018,1.5589233851016286,-1.5876680668269956,HS,97.4551225015396,3.350263389971262,0.7071594053746164,3,1,2,0.26057911238638165,0,1
1,Suburban_A,School_14,Class_30,Race_B,Female,None,0,Tier_2,ZIP_10002,-0.032277428399499576,1.5563256298925534,HS,91.91850042400101,3.175884324410073,0.7590681931169279,0,9,2,0.304214950746974,0,1
2,Urban_Core,School_8,Class_63,Race_B,Male,Learning,0,Tier_4,ZIP_10007,-0.6719476030540897,-1.5869825733517142,Bachelors,106.65650906176826,2.9130947031690364,0.8512963819162322,3,12,1,0.17435292099952074,0,1
3,Rural_B,School_14,Class_29,Race_C,Female,None,1,Tier_1,ZIP_10012,0.3105451118806312,1.149192332776511,Masters+,121.39268534519151,3.125001813074566,0.6645790088853708,1,4,3,0.17983767609255222,0,1
4,Urban_Core,School_12,Class_77,Race_B,Female,None,0,Tier_2,ZIP_10018,-0.11465191300404885,-0.5301078745710953,HS,102.10955908925986,1.9915271214898849,0.8013705736014622,2,11,1,0.11977827482434647,0,0
5,Suburban_A,School_7,Class_88,Race_A,Male,None,0,Tier_2,ZIP_10019,0.5549726537436328,0.9333338821062269,Some_College,89.40522464947122,2.6518108503978093,0.7066394104189789,3,5,4,0.1960626860929376,0,1
6,Suburban_A,School_12,Class_18,Race_A,Male,None,0,Tier_2,ZIP_10006,0.060264215086919586,0.008620670826889037,Some_College,115.68446448673237,3.412516021609347,0.8411002188122291,4,2,3,0.5387662968563328,0,1
7,Suburban_A,School_10,Class_77,Race_B,Female,None,0,Tier_1,ZIP_10005,-1.3435092171117935,-0.6994308897968402,Bachelors,69.82979291347685,3.4317880814449144,0.9771918402779136,9,5,1,0.16266231061607994,0,1
8,Rural_B,School_17,Class_74,Race_D,Female,Sensory,0,Tier_3,ZIP_10000,-3.1699231880414374,0.1840318488051708,Bachelors,106.45690237680549,3.524004197237307,0.8912403072115316,4,9,1,0.12778371772670058,0,0
9,Rural_B,School_20,Class_41,Race_A,Male,Learning,0,Tier_2,ZIP_10006,1.1676241131185245,-0.19340891614068598,HS,103.41482597245457,3.304723340202932,0.602838011244825,4,9,4,0.16980658090691048,0,1
10,Rural_B,School_16,Class_39,Race_B,Male,Learning,0,Tier_4,ZIP_10008,-1.6354091527837886,-0.8874569483390108,Bachelors,115.34343389330284,2.6352927163286353,0.547649818143255,4,7,0,0.203808302885494,1,1
11,Urban_Core,School_11,Class_48,Race_B,Male,None,0,Tier_4,ZIP_10012,-0.5151445885585806,1.479968878833165,HS,116.63158115224769,3.403188147875762,0.8138359072982565,1,8,2,0.3256017752771783,1,1
12,Suburban_A,School_1,Class_33,Race_A,Female,None,0,Tier_3,ZIP_10007,0.4832432065481335,0.07943939444302696,Masters+,116.88115927018421,3.0798898361111284,0.886683724151479,4,9,1,0.6234579323392156,1,1
13,Urban_Core,School_14,Class_83,Race_D,Male,None,0,Tier_3,ZIP_10017,-0.9424711333981212,0.16004819678571225,Masters+,124.04236906057042,2.3667657455938547,0.49624508428900427,5,3,0,0.15402040444601267,0,1
14,Rural_B,School_8,Class_44,Race_A,Male,None,1,Tier_3,ZIP_10014,-1.1570227494836942,-0.21146706338605967,HS,83.76260673652344,2.145674627526511,0.6636839667853235,2,3,1,0.037241966517982866,0,0
15,Urban_Core,School_20,Class_25,Race_A,Male,None,1,Tier_3,ZIP_10010,0.3946030879402927,-0.19021451750452567,Bachelors,101.90828543727066,2.23312884675107,0.9589158569373204,2,4,1,0.14956810051999328,0,0
16,Urban_Periphery,School_18,Class_50,Race_C,Male,Learning,0,Tier_1,ZIP_10013,-1.3985802140116061,-0.7185697650830413,Masters+,105.64700245213946,2.068410876273017,0.8206936045876392,5,12,2,0.08885313870901997,0,0
17,Suburban_A,School_2,Class_94,Race_B,NonBinary,Learning,1,Tier_3,ZIP_10018,0.9200301024488228,-0.028806641199483733,Some_College,95.28956621929939,3.531292620507535,0.9305166050844175,5,9,1,0.19284704517232995,0,1
18,Rural_B,School_10,Class_6,Race_A,Female,None,0,Tier_2,ZIP_10011,1.8736363043555437,-0.9905297293229318,Masters+,107.46203906276075,2.8198252536664565,0.8707434694273842,6,8,3,0.332961851812546,0,1
19,Suburban_A,School_15,Class_98,Race_B,Female,None,1,Tier_3,ZIP_10007,-0.5534186722403002,-1.165472173193325,Masters+,122.20590802553164,2.07788095407775,0.7707411196271396,1,4,1,0.37176750642686435,0,1
20,Urban_Core,School_6,Class_6,Race_C,Female,None,0,Tier_1,ZIP_10009,-0.8055925126207142,-1.1058732301110432,Some_College,108.95456021950044,2.699956706824169,0.9095502303466351,2,1,1,0.1106597105430268,0,0
21,Rural_B,School_7,Class_51,Race_A,Female,None,1,Tier_3,ZIP_10002,-0.9667300046319375,1.6672272065104479,Bachelors,99.71012435832421,3.963434587154748,0.9789753414321721,2,6,1,0.35710398928814896,1,1
22,Urban_Core,School_8,Class_56,Race_B,Male,Sensory,0,Tier_2,ZIP_10012,1.6696382923234698,1.4506117511987653,Bachelors,87.52874621512699,3.0083466231005596,0.9225495060451168,3,4,0,0.11491622545532165,0,0
23,Suburban_A,School_9,Class_86,Race_C,Female,None,0,Tier_2,ZIP_10000,-0.3252136949052017,-0.13690397935814902,HS,98.05091839598978,2.3725157032801,0.9478850397436601,2,1,3,0.16788846401055896,0,1
24,Urban_Core,School_1,Class_73,Race_C,Female,None,0,Tier_1,ZIP_10011,-0.7536998178947624,0.20885457417277364,Bachelors,129.21985376495175,2.7068549107134796,0.828036781957479,2,5,2,0.19591372020846062,1,1
25,Suburban_A,School_15,Class_13,Race_D,Female,Learning,0,Tier_1,ZIP_10004,1.2856854495537076,-1.9134376392456327,HS,126.7345559125988,2.9732314248860185,0.9761165785990674,3,7,1,0.11921338832980051,0,0
26,Urban_Periphery,School_20,Class_90,Race_B,Male,None,0,Tier_2,ZIP_10009,0.32133926879925956,1.4900193935998887,HS,112.00535470201868,3.355780091120909,0.588092369509249,0,2,1,0.4800150417562348,0,1
27,Urban_Core,School_3,Class_14,Race_C,Female,None,0,Tier_2,ZIP_10009,-0.45993359470502904,0.8715322691719244,Some_College,84.81142913017403,2.798369386910807,0.716721063247586,0,2,2,0.07709865240290989,0,0
28,Suburban_A,School_4,Class_90,Race_A,Female,None,0,Tier_1,ZIP_10018,-0.019712975390287754,0.401157977756763,Bachelors,96.33776202694206,2.483869786128635,0.7804417855526525,1,12,2,0.20173702923528897,0,1
29,Suburban_A,School_17,Class_91,Race_A,Male,None,0,Tier_1,ZIP_10006,-0.7153688739520666,0.5899118478784242,HS,89.77852434376354,2.7069806062209762,0.9150355680662587,7,6,2,0.15718355603353562,0,1
30,Suburban_A,School_7,Class_41,Race_B,Male,None,0,Tier_1,ZIP_10015,0.5198283574766587,-0.9922805929507901,Some_College,109.21150528598899,3.7668625026307034,0.942501092375184,1,10,2,0.3862530910691875,0,1
31,Urban_Periphery,School_19,Class_4,Race_A,Female,Multiple,0,Tier_4,ZIP_10019,-1.7532970265552588,-2.288285454340498,Bachelors,135.0347708738479,2.9654158921399603,0.9308030707367649,5,4,1,0.47190671654408844,0,1
32,Urban_Core,School_16,Class_73,Race_A,Female,None,1,Tier_4,ZIP_10014,-0.43700084453504495,-0.5987735836279655,Some_College,116.45558906000558,1.7406386736876645,0.93344525618995,4,2,1,0.1367148099673281,1,0
33,Suburban_A,School_11,Class_82,Race_A,Female,None,1,Tier_1,ZIP_10012,-0.4390782996106407,-0.15716840318184017,Bachelors,91.28036354558859,3.4919170474600207,0.8765675340264062,2,2,1,0.2513525270762971,0,1
34,Urban_Core,School_14,Class_70,Race_B,NonBinary,None,0,Tier_2,ZIP_10019,-0.28632253580475836,1.3789597891644254,HS,120.11324956619237,2.540518438925927,0.7415460094537546,1,12,2,0.2560275765083926,0,1
35,Urban_Core,School_19,Class_67,Race_A,Female,Learning,0,Tier_4,ZIP_10011,0.4517051063459728,-0.6621427330025669,HS,85.09748475170636,3.730978097593246,0.6222358226398942,2,9,1,0.11790548619831426,0,0
36,Urban_Periphery,School_8,Class_50,Race_D,Male,None,0,Tier_1,ZIP_10004,-0.24673520649995137,0.3895735398060848,Bachelors,102.67188466413158,3.2731021435859438,0.8458103293327301,4,10,2,0.18057210790212214,0,1
37,Urban_Core,School_17,Class_95,Race_A,Female,Physical,0,Tier_2,ZIP_10014,-0.987347277263996,-1.0410732343520197,Bachelors,86.49756886489345,1.535674654929153,0.7737527813376487,1,9,2,0.0,0,0
38,Rural_B,School_15,Class_8,Race_C,Female,Physical,0,Tier_2,ZIP_10016,-1.1933872415364675,0.3763133715242055,Some_College,108.81307162615411,2.642560798926432,0.9215174891028278,2,9,1,0.10790849578991234,0,0
39,Urban_Periphery,School_3,Class_64,Race_B,NonBinary,None,1,Tier_4,ZIP_10004,1.093375690971,-0.007668313149136751,Some_College,131.7276996078139,2.909093574027165,0.7049723592193611,2,8,2,0.4605394859555252,0,1
40,Urban_Periphery,School_9,Class_16,,Male,Learning,0,Tier_4,ZIP_10008,-0.8712665865922326,0.46437126543562907,Some_College,115.16363680401149,2.095149650065088,0.9294594622280944,4,4,1,0.19853387725245217,0,1
41,Urban_Periphery,School_18,Class_33,Race_A,Male,None,0,Tier_3,ZIP_10016,0.32758345972996417,-0.010387158120630643,HS,124.55234067111469,2.3563327051180134,0.7292461921615304,3,3,0,0.4317716535607221,0,1
42,Urban_Periphery,School_1,Class_89,Race_B,Male,Learning,0,Tier_3,ZIP_10007,-0.04542797077763091,1.3219428381551344,HS,97.25956659765541,2.7776173986065555,0.8280848611583551,2,1,1,0.17324526327057632,0,1
43,Urban_Core,School_10,Class_1,Race_B,Male,Unknown,1,Tier_4,ZIP_10017,0.38825388837956254,-1.6210647105977882,Bachelors,100.58321043519615,3.3568358868416874,0.6214885657621911,2,8,2,0.1409322638293972,0,0
44,Suburban_A,School_5,Class_61,Race_A,Male,None,0,Tier_3,ZIP_10007,-0.20123442884084627,1.4399628086633158,Some_College,97.88373226244873,2.5353891862568543,0.8828778837365187,1,2,3,0.25936235859960804,1,1
45,Suburban_A,School_14,Class_54,Race_B,Female,None,0,Tier_2,ZIP_10003,0.9540425361157594,0.1323661219855742,HS,102.28662611226562,1.624700690136727,0.9430468004608803,4,8,2,0.1536888633568717,0,1
46,Suburban_A,School_7,Class_75,Race_B,Male,None,0,Tier_3,ZIP_10001,0.49281942977712745,-0.10754688789410889,Masters+,116.74269667697685,2.223102017945385,0.8912875928314963,2,10,3,0.45117612964199505,1,1
47,Urban_Periphery,School_20,Class_58,Race_A,Female,None,1,Tier_2,ZIP_10014,-0.7507489500178747,-0.9598846655132578,HS,129.7250675367353,2.753547481825975,0.7623925039263634,3,7,0,0.43148763016011804,0,1
48,Urban_Periphery,School_10,Class_75,Race_A,Male,None,0,Tier_2,ZIP_10013,-1.1234927378806692,-0.07285390857089469,Bachelors,85.0741687359587,2.401715910315681,0.7220251392014837,3,7,1,0.15328738334287148,0,1
49,Urban_Core,School_6,Class_66,Race_A,Male,None,0,Tier_2,ZIP_10012,1.355103174735819,-1.3766587756447173,Masters+,99.04755785363183,2.662970534133952,0.841230067561688,2,12,2,0.21431561527156648,0,1
50,Rural_B,School_19,Class_59,Race_D,Male,None,0,Tier_2,ZIP_10000,-0.3661184280286662,1.8984969442661521,Some_College,122.72125395900028,3.702448293049577,0.7610257214646297,5,8,0,0.22226533569698673,0,1
51,Rural_B,School_20,Class_7,Race_B,Male,None,0,Tier_3,ZIP_10005,1.7057549620537684,0.4393750326797469,HS,104.43278982376182,3.0331067475266402,0.6098425583549727,6,10,2,0.25868276200392837,0,1
52,Urban_Periphery,School_15,Class_38,Race_B,Female,None,0,Tier_2,ZIP_10006,0.40097120733894565,-0.744731313059389,Some_College,89.91519329554869,3.557033390301206,0.8262743911412472,2,2,1,0.3545488401038823,1,1
53,Suburban_A,School_19,Class_13,Race_B,Female,None,0,Tier_4,ZIP_10019,-0.5917934426409133,1.4084324921540963,Masters+,103.27488903791377,3.2682935720496853,0.6937525894823329,3,4,6,0.505782863737308,0,1
54,Rural_B,School_8,Class_56,Race_A,Male,None,1,Tier_1,ZIP_10019,1.0486159425990436,0.7723561219143106,Masters+,128.25673667301132,2.8696838607106825,0.683794066446832,5,2,3,0.26455434984263765,0,1
55,Rural_B,School_20,Class_38,Race_C,Male,None,0,Tier_3,ZIP_10017,0.3253745824000617,0.18484792265514585,Some_College,108.89588367940054,3.821035946062143,0.9011442999183185,7,3,0,0.27176593875132016,1,1
56,Urban_Core,School_8,Class_59,Race_A,Female,None,0,Tier_2,ZIP_10007,1.8128329871455213,0.0025056817223540863,Some_College,82.67524802045797,2.845231028842918,0.4845197295998377,3,10,1,0.0932403162879106,0,0
57,Urban_Core,School_19,Class_10,Race_A,Male,None,0,Tier_4,ZIP_10012,-0.182029597624169,-0.0352341711020699,HS,91.99146648136085,2.386564245889362,0.9691318682244453,4,10,2,0.1171875363906842,0,0
58,Rural_B,School_20,Class_10,Race_D,Female,None,0,Tier_1,ZIP_10015,0.8940018401693366,0.2373188197430072,HS,89.67346552589511,3.03554042296956,0.8701895424780992,0,1,4,0.0668088920437319,0,0
59,Urban_Periphery,School_16,Class_80,Race_B,Female,None,0,Tier_2,ZIP_10017,0.6155320201423169,1.6754816344829673,HS,92.60853399973067,3.050995722869118,0.8506248105822096,4,12,3,0.297077572503481,0,1
60,Urban_Periphery,School_7,Class_44,Race_B,Female,None,0,Tier_3,ZIP_10009,0.27646853270657784,0.1520712977483203,Some_College,91.06725411007181,2.207162635721524,0.7741407703005888,1,2,1,0.14361531622006551,0,0
61,Suburban_A,School_13,Class_40,Race_B,Female,None,1,Tier_3,ZIP_10005,1.1958570097809262,0.12151688277789102,Some_College,129.13630631719624,3.5632653408341644,0.9330901439727677,4,3,1,0.5422880932710863,1,1
62,Urban_Periphery,School_1,Class_18,Race_C,Female,None,1,Tier_3,ZIP_10013,0.0263439468768443,-0.33212012038940425,Some_College,115.52202341439845,2.8136662918121402,0.8456301503890106,2,4,2,0.24752739538030047,0,1
63,Rural_B,School_6,Class_74,Race_A,Male,None,0,Tier_4,ZIP_10007,-0.7171463486847192,-2.256125804450966,Masters+,109.21061619389596,2.797130983423266,0.709998347087176,4,1,2,0.3307725353326313,1,1
64,Urban_Core,School_13,Class_50,Race_A,Male,None,0,Tier_2,ZIP_10003,0.3790274203108943,0.8059482634184217,Masters+,90.66501371573364,3.616987884526523,0.8181608734884691,4,8,2,0.2771182808468927,0,1
65,Rural_B,School_13,Class_39,Race_A,Female,None,0,Tier_1,ZIP_10019,0.16919503981251785,-1.2271948119168399,Bachelors,113.54543295594904,2.191836465207012,0.533136009545374,3,1,4,0.1847962595421608,0,1
66,Suburban_A,School_12,Class_40,Race_A,Female,Learning,0,Tier_2,ZIP_10014,0.4077426393463332,0.7307817108369338,Masters+,90.58372784815802,3.053367488989134,0.9002611348253855,1,4,1,0.21392213385716732,0,1
67,Urban_Periphery,School_8,Class_53,Race_A,Female,Learning,1,Tier_1,ZIP_10004,1.177988064992083,0.11865234194738426,Some_College,105.70974122299693,3.8011592036239223,0.6936841218490295,3,12,3,0.17114433238953974,0,1
68,Rural_B,School_20,Class_52,Race_A,Male,None,0,Tier_3,ZIP_10001,0.19940593395755538,-0.09285119554453876,HS,86.93871396818292,3.67108259519071,0.7975015472402085,2,6,1,0.24267813552863557,0,1
69,Urban_Core,School_2,Class_21,Race_A,Female,Sensory,1,Tier_1,ZIP_10015,1.0968720987468674,0.1934768210426574,Some_College,123.58422665290364,3.187945052567871,0.6419277738798255,4,11,2,0.11090000749856606,0,0
70,Urban_Periphery,School_5,Class_96,Race_A,Male,None,0,Tier_2,ZIP_10008,1.4357361438372864,0.09108955204233075,Masters+,99.43063484448523,3.468050751441382,0.7989180789396662,2,5,1,0.5178083066270953,0,1
71,Urban_Periphery,School_10,Class_13,Race_A,Male,None,0,Tier_2,ZIP_10012,0.8082489562451799,0.014388606294263416,HS,78.36740341123448,2.6996171100549375,0.5889017625174072,0,4,4,0.10599010590005842,0,0
72,Suburban_A,School_13,Class_27,,Female,None,0,Tier_3,ZIP_10004,0.3565438010428316,1.2424494056753588,Some_College,90.08661828869346,2.82637314722277,0.6318666015355008,4,1,0,0.22346197798803097,0,1
73,Urban_Periphery,School_11,Class_41,Race_B,NonBinary,None,0,Tier_1,ZIP_10010,-0.9975424355136921,1.019598086798483,Bachelors,136.6461086545454,2.4927421643879097,0.6380064049417543,2,9,0,0.4751671119420479,0,1
74,Urban_Periphery,School_1,Class_27,Race_A,Female,Learning,0,Tier_1,ZIP_10012,-0.8984596658720012,-0.027272400949381187,Masters+,102.46657196333989,2.6195430593369364,0.825354832194794,1,2,0,0.1600661221825115,0,1
75,Suburban_A,School_5,Class_8,Race_C,Female,None,0,Tier_3,ZIP_10019,0.27700209810959314,-2.024104515134804,Some_College,84.37835443786696,3.1654495183119384,0.8362115854970519,1,12,4,0.173876979690827,0,1
76,Suburban_A,School_4,Class_39,Race_B,Male,Unknown,0,Tier_2,ZIP_10015,0.2620693038894574,-0.13781459088212625,Some_College,130.66234042085446,3.9304260510735514,0.8930199492981661,1,9,3,0.7456084874824573,1,1
77,Suburban_A,School_5,Class_42,Race_C,Male,Sensory,0,Tier_4,ZIP_10018,0.08569273140760707,-0.11129892241828974,HS,100.13084492477235,2.363895812466566,0.9428268576558069,6,5,1,0.10697241996222343,0,0
78,Urban_Periphery,School_13,Class_23,Race_D,Female,None,0,Tier_2,ZIP_10015,-1.4920544620710228,0.4673765498111839,HS,123.54445330524916,2.554535350382185,0.9292446643947622,2,6,3,0.2357104278273619,0,1
79,Suburban_A,School_12,Class_64,Race_A,NonBinary,Physical,0,Tier_2,ZIP_10008,0.5161352847438171,0.6244084537205976,HS,120.95785484658131,2.620164478885458,0.9755659922603432,1,4,3,0.2789606608650907,0,1
80,Suburban_A,School_1,Class_64,Race_B,Female,None,0,Tier_4,ZIP_10011,1.8072878649446646,-0.6457266813536024,HS,85.86247498190117,3.4931875030347794,0.8067350021712544,0,8,2,0.31034860051447444,0,1
81,Rural_B,School_19,Class_18,Race_B,Male,None,0,Tier_1,ZIP_10011,0.61792311935425,0.2868031870887204,Masters+,96.98989506656761,2.716844308155871,0.6732658268469692,3,1,0,0.16199125354095814,0,1
82,Suburban_A,School_6,Class_84,Race_A,Male,None,0,Tier_2,ZIP_10017,-0.3268620588622978,-0.9047739563635614,HS,93.20181735693289,3.4489505828786893,0.8992959365818247,2,12,0,0.36939030704259945,0,1
83,Urban_Core,School_14,Class_81,Race_B,NonBinary,Unknown,0,Tier_4,ZIP_10015,-3.335581499028792,-0.010206840604277775,HS,94.96920516834896,4.044569057733258,0.9446352682491574,3,1,4,0.28947330722642745,0,1
84,Urban_Periphery,School_2,Class_31,Race_A,Male,None,0,Tier_3,ZIP_10000,-1.3109475896048055,-1.0220338918572256,Bachelors,122.57967757935126,3.1561688229017335,0.884286512001446,0,6,0,0.6954591915740039,0,1
85,Suburban_A,School_8,Class_67,Race_A,Female,None,0,Tier_4,ZIP_10012,-1.479843618636338,-0.6192993037328179,Some_College,100.58020792309577,3.5310820199697237,0.9200682916488668,2,9,3,0.44322024991183134,1,1
86,Suburban_A,School_5,Class_17,Race_C,Female,None,0,Tier_3,ZIP_10017,0.5669787180288532,-1.5894893350725514,Masters+,113.49634449792636,2.987855507868336,0.6177564657924347,3,5,2,0.381017135192522,1,1
87,Urban_Core,School_13,Class_11,Race_A,Male,Physical,1,Tier_1,ZIP_10015,0.08738627599629097,-0.8888318039629031,Bachelors,90.45787168136019,3.0000106691628763,0.945571821841492,1,3,0,0.0703862274185938,0,0
88,Urban_Periphery,School_11,Class_61,Race_A,Male,None,0,Tier_4,ZIP_10000,1.1723366102671675,0.0415476437513374,Bachelors,83.84167851890288,2.8448591481919707,0.652852725575094,3,1,3,0.22267388738493235,0,1
89,Urban_Core,School_14,Class_10,Race_C,Female,None,1,Tier_3,ZIP_10001,1.6627765204317844,-0.5945474159877878,Bachelors,125.1009962024325,3.3295363719671642,0.9030625256485969,0,11,1,0.25442709229815946,0,1
90,Urban_Periphery,School_18,Class_49,Race_B,Male,Learning,0,Tier_3,ZIP_10008,-0.8259100059830056,-0.27253668475903803,Some_College,107.13254575371569,3.9122282135929503,0.7688662164391138,0,3,1,0.326715706511836,0,1
